2010-07-18,10
2010-07-18,11
2010-07-18,13
2010-07-18,14
2010-07-18,15
2010-07-18,16
2010-07-28,1
2010-07-28,2
2010-07-28,3
2010-07-28,4
2010-07-28,5
2010-10-08,9
2010-10-09,5
2010-10-09,7
2010-10-09,8
2010-10-09,9
2010-10-09,10
2010-10-09,11
2010-10-09,13
2010-10-09,14
2010-10-09,15
2010-10-09,16
2010-10-09,17
2010-10-09,19
2010-10-28,1
2010-10-28,3
2010-11-21,1
2010-11-21,13
2010-11-23,13
2010-11-25,13
2011-02-24,23
2011-02-25,0
2011-03-06,14
2011-04-21,22
2011-08-29,21
2011-08-30,2
2011-08-30,4
2011-08-30,5
2011-10-25,15
2011-10-25,16
2011-10-25,17
2011-10-25,19
2011-10-25,20
2011-10-25,21
2011-10-25,22
2011-10-25,23
2011-10-26,0
2011-10-26,1
2011-10-26,2
2011-10-30,1
2011-10-30,2
2011-10-30,3
2012-03-27,11
2012-05-25,1
2012-11-21,2
2012-11-26,14
2012-11-26,23
2012-11-27,17
2012-11-28,1
2012-11-28,2
2012-12-02,8
2013-02-12,2
2013-07-09,0
2013-07-18,7
2013-07-23,7
2013-07-23,8
2013-07-23,9
2013-08-23,21
2013-08-26,22
2013-09-11,17
2013-09-25,16
2013-09-30,16
2013-10-01,23
2013-10-02,1
2013-10-02,9
2013-10-17,17
2013-10-23,19
2013-11-02,15
2013-11-02,16
2013-11-27,19
2013-11-28,10
2013-12-01,4
2013-12-01,14
2013-12-01,15
2013-12-01,16
2013-12-01,17
2013-12-01,19
2013-12-01,20
2013-12-01,21
2013-12-01,22
2013-12-02,1
2013-12-02,2
2013-12-02,3
2013-12-02,4
2013-12-02,5
2014-04-17,7
2014-05-19,10
2014-05-21,0
2014-05-22,13
2014-07-05,3
2014-07-05,4
2014-07-05,5
2014-07-05,7
2014-07-05,8
2014-08-14,20
2014-08-14,21
2014-08-14,22
2014-08-14,23
2014-08-15,0
2014-08-15,1
2014-08-15,2
2014-08-15,3
2014-08-15,4
2014-08-15,5
2014-08-18,14
2014-11-27,14
2014-11-27,16
2014-11-27,17
2014-11-27,19
2014-11-27,20
2014-11-27,22
2014-11-27,23
2014-11-28,1
2014-11-28,2
2014-11-28,4
2014-11-28,5
2015-01-17,15
2015-01-17,16
2015-01-17,17
2015-01-17,19
2015-01-17,20
2015-01-17,21
2015-01-17,22
2015-04-15,8
2015-04-29,17
2015-05-12,10
2015-06-21,20
2015-07-01,8
2015-07-01,16
2015-07-01,17
2015-07-04,5
2015-09-09,9
2015-11-11,20
2015-11-12,8
2015-11-23,8
2016-01-30,16
2016-02-04,10
2016-02-04,11
2016-02-04,13
2016-02-04,14
2016-02-04,15
2016-02-04,16
2016-02-04,17
2016-02-04,19
2016-02-04,20
2016-02-04,21
2016-03-07,14
2016-03-20,23
2016-03-21,0
2016-03-21,1
2016-03-21,2
2016-03-21,3
2016-03-21,4
2016-04-23,4
2016-04-23,5
2016-04-23,7
2016-04-23,8
2016-04-23,9
2016-04-23,10
2016-04-23,11
2016-05-18,7
2016-06-28,21
2016-06-28,22
2016-06-28,23
2016-06-29,0
2016-06-29,1
2016-06-29,2
2016-06-29,3
2016-06-29,4
2016-06-29,5
2016-06-29,7
2016-06-29,8
2016-06-29,9
2016-06-29,10
2016-06-29,11
2016-08-17,7
2016-11-10,11
2016-11-24,11
2016-11-24,21
2016-11-24,22
2016-11-24,23
2016-11-25,0
2016-11-25,1
2016-11-25,2
2016-11-25,3
2016-11-25,4
2016-11-25,5
2016-11-25,7
2016-11-25,8
2016-11-25,9
2016-11-25,10
2016-11-25,11
2017-03-10,19
2017-03-11,13
2017-03-11,14
2017-03-16,9
2017-04-06,13
2017-04-15,10
2017-04-15,11
2017-04-15,13
2017-04-15,14
2017-04-15,21
2017-04-15,22
2017-04-15,23
2017-04-16,0
2017-04-16,1
2017-04-16,2
2017-04-16,3
2017-04-16,4
2017-04-16,5
2017-04-16,7
2017-04-16,8
2017-04-16,9
2017-04-16,10
2017-04-16,11
2017-04-18,5
2017-04-24,13
2017-05-12,14
2017-05-12,15
2017-05-12,16
2017-05-16,9
2017-06-18,13
2017-07-13,13
2017-07-30,17
2017-07-30,21
2017-07-31,0
2017-07-31,4
2017-07-31,5
2017-08-02,2
2017-08-11,2
2017-08-11,3
2017-08-11,4
2017-09-04,16
2017-09-22,8
2017-09-24,17
2017-11-13,15
2017-11-15,10
2017-11-30,20
2017-12-08,19
2017-12-08,22
2017-12-09,0
2017-12-09,3
2017-12-09,7
2017-12-10,0
2017-12-30,4
2017-12-30,5
2017-12-30,10
2017-12-30,11
2017-12-30,14
2017-12-31,4
2017-12-31,5
2018-01-16,14
2018-01-22,10
2018-01-22,11
2018-03-21,10
2018-03-26,16
2018-05-02,7
2018-05-28,8
2018-05-28,9
2018-05-28,10
2018-05-28,11
2018-05-28,13
2018-06-10,13
2018-06-10,14
2018-06-10,15
2018-07-02,23
2018-07-08,0
2018-07-08,1
2018-08-20,14
2018-08-20,15
2018-08-20,16
2018-08-20,17
2018-08-20,19
2018-08-20,20
2018-08-20,21
2018-08-20,22
2018-08-20,23
2018-08-21,0
2018-08-21,1
2018-08-21,2
2018-08-21,3
2018-08-21,4
2018-08-21,5
2018-08-21,10
2018-08-21,11
2018-08-21,13
2018-09-13,14
2018-09-17,13
2018-10-13,9
2018-10-29,0
2018-11-13,16
2018-11-17,22
2018-12-07,9
2019-01-16,21
2019-01-17,14
2019-02-14,1
2019-03-12,17
2019-03-13,1
2019-03-15,4
2019-05-06,8
2019-05-23,8
2019-05-29,5
2019-06-12,14
2019-06-13,11
2019-06-15,4
2019-07-19,3
2019-07-23,11
2019-07-23,13
2019-07-23,14
2019-07-23,15
2019-07-23,16
2019-07-23,17
2019-07-28,20
2019-07-28,21
2019-07-29,15
2019-07-29,16
2019-07-29,17
2019-09-13,21
2019-09-18,5
2019-10-12,4
2019-10-12,5
2019-10-12,8
2019-10-12,9
2019-10-12,10
2019-10-12,11
2019-10-12,13
2019-10-12,14
2019-10-12,15
2019-10-12,16
2019-10-12,17
2019-10-12,19
2019-10-12,20
2019-10-12,21
2019-10-12,22
2019-10-12,23
2019-10-13,0
2019-10-13,1
2019-10-13,2
2019-10-13,3
2019-10-13,4
2019-10-13,5
2019-10-13,7
2019-10-13,8
2019-10-13,9
2019-10-13,10
2019-10-16,4
2019-10-16,5
2019-10-16,7
2019-10-16,8
2019-10-16,9
2019-10-16,10
2019-10-16,11
2019-10-16,13
2019-10-17,9
2019-10-17,11
2019-10-19,10
2019-11-07,22
2019-11-23,3
2019-12-30,15
2020-01-09,15
2020-05-13,2
2020-05-13,3
2020-05-15,3
2020-07-04,2
2020-08-17,17
2020-08-17,19
2020-08-17,20
2020-08-27,15
2020-08-28,15
2020-08-31,1
2020-08-31,15
2020-09-02,13
2020-09-10,10
2020-09-10,23
2020-09-12,3
2020-09-13,16
2020-09-13,17
2020-10-23,19
2020-10-23,23
2020-12-22,22
2021-01-01,0
2021-01-01,1
2021-01-01,2
2021-01-01,3
2021-01-01,4
2021-01-01,5
2021-01-01,7
2021-01-01,8
2021-01-01,9
2021-01-01,10
2021-01-01,11
2021-01-01,13
2021-01-01,14
2021-01-01,15
2021-01-01,16
2021-01-01,17
2021-01-05,21
2021-02-02,9
2021-02-02,10
2021-03-11,0
2021-04-21,21
2021-04-23,17
2021-04-26,2
2021-04-30,7
2021-04-30,8
2021-05-16,22
2021-06-11,17
2021-06-11,19
2021-06-23,9
2021-06-30,14
2021-07-04,8
2021-07-14,15
2021-07-16,22
2021-07-22,20
2021-07-23,1
2021-07-23,19
2021-07-24,11
2021-07-25,15
2021-07-27,4
2021-07-28,14
2021-08-09,2
2021-08-29,17
2021-08-31,9
2021-09-02,5
2021-09-02,8
2021-09-03,4
2021-09-14,13
2021-10-04,2
2021-10-04,13
2021-10-09,13
2021-10-21,13
2021-11-01,15
2021-11-06,7
2021-11-06,8
2021-11-08,20
2021-12-06,13
2022-02-09,7
2022-02-09,8
2022-02-09,9
2022-02-09,10
2022-02-09,11
2022-02-12,11
2022-02-15,17
2022-02-17,4
2022-02-19,16
2022-02-19,23
2022-02-20,17
2022-02-21,5
2022-02-21,10
2022-02-22,16
2022-02-23,16
2022-02-24,8
2022-02-24,23
2022-02-25,2
2022-03-14,14
2022-04-12,10
2022-04-27,19
2022-05-19,22
2022-05-31,13
2022-06-04,8
2022-06-05,2
2022-06-07,7
2022-06-07,8
2022-06-07,9
2022-06-07,10
2022-06-07,14
2022-06-07,16
2022-06-07,19
2022-06-07,20
2022-06-07,21
2022-06-07,22
2022-06-07,23
2022-06-08,2
2022-06-08,3
2022-06-08,5
2022-06-08,8
2022-06-08,9
2022-06-08,11
2022-06-09,11
2022-06-14,10
2022-06-16,19
2022-07-05,20
2022-08-12,13
2022-08-17,9
2022-08-31,0
2023-02-07,15
2023-03-09,13
2023-03-27,13
2023-04-18,13
2023-04-18,14
2023-04-18,15
2023-04-18,16
2023-04-29,13
2023-05-21,13
2023-05-30,14
2023-05-30,15
2023-05-30,16
2023-05-30,17
2023-05-30,19
2023-05-30,20
2023-05-30,21
2023-05-30,22
2023-05-30,23
2023-05-31,0
2023-05-31,1
2023-05-31,2
2023-05-31,3
2023-05-31,4
2023-05-31,5
2023-05-31,7
2023-05-31,14
2023-08-28,13
2023-09-29,13
2023-11-30,11
2023-12-06,8
2023-12-06,20
2023-12-09,7
2023-12-09,21
2023-12-09,22
2023-12-11,22
2023-12-13,8
2023-12-13,23
2023-12-15,3
2023-12-15,22
